,study_sid,study_name,output_pk,subset_pk,subset_name,intervention_pk,group_pk,individual_pk,normed,tissue,tissue_label,method,method_label,label,time,time_unit,measurement_type,measurement_type_label,choice,choice_label,substance,substance_label,value,mean,median,min,max,sd,se,cv,unit
30,PKDB00125,Renner2007,"[22677, 22678, 22679, 22680, 22681, 22682, 22683, 22684, 22685, 22686, 22687, 22688]",509,"acetaminophen, caffeine","[482, 484]",258,,TRUE,plasma,plasma,hplc,High-performance liquid chromatography (HPLC),"acetaminophen, caffeine","[0.0, 20.0, 40.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 300.0, 360.0]",min,concentration,concentration,,,apap,paracetamol,,"[0.0, 0.013265211, 0.015991677, 0.013195083, 0.011781524, 0.010091938000000002, 0.008993958, 0.007856743, 0.0066010265, 0.005976363, 0.004806090000000001, 0.0038331590000000005]",,,,"[0.00044041696, 0.007968379, 0.006627115, 0.004142085, 0.002958768, 0.002840373, 0.002800821, 0.00248524, 0.0022878975000000003, 0.0021301605, 0.0018144754000000002, 0.001577686]","[8.989973550564578e-05, 0.0016265385522590732, 0.001352754184728712, 0.0008454995601030051, 0.0006039559889395916, 0.000579788710764857, 0.0005717151925726437, 0.0005072974906962055, 0.0004670151215657731, 0.0004348171912693239, 0.0003703782400693671, 0.0003220438061943851]","[nan, 0.6006974936169504, 0.41441025853636243, 0.3139112501224888, 0.2511362706556469, 0.28144970767755406, 0.311411394182628, 0.31631937050760095, 0.3465972299914264, 0.3564309095682441, 0.3775367086342536, 0.4115889792205332]",gram / liter
31,PKDB00151,Prescott1981,"[19980, 19981, 19982, 19983, 19984, 19985, 19986, 19987, 19988]",456,paracetamol glucuronide_volunteers,[394],239,,TRUE,plasma,plasma,hplc,High-performance liquid chromatography (HPLC),paracetamol glucuronide_volunteers,"[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 4.0, 6.0, 8.0]",hr,concentration,concentration,,,apapglu,paracetamol glucuronide,,"[1.4885882e-07, 0.0035532598000000003, 0.008092188, 0.011171258, 0.012120754, 0.012006877, 0.0109466305, 0.00720886, 0.004654294000000001]",,,,,,,gram / liter
32,PKDB00121,Ganetsky2013,"[29764, 29765, 29766, 29767, 29768, 29769, 29770]",638,liquid_paracetamol mercapturate,[656],352,,TRUE,plasma,plasma,,,liquid_paracetamol mercapturate,"[0.0, 0.05, 1.0, 2.0, 4.0, 6.0, 8.0]",hr,concentration,concentration,,,apapmer,paracetamol mercapturate,,"[0.0, 6.791771000000001e-06, 3.6629632e-05, 9.196322e-05, 0.00014342459, 0.00010952953, 8.623251999999999e-05]",,,,"[nan, 1.93124145687959e-05, 1.93206485313899e-05, 4.8260432150587906e-05, 5.79042768721448e-05, 4.34426500090066e-05, 3.6195353160316e-05]","[nan, 4.986444e-06, 4.98857e-06, 1.246079e-05, 1.495082e-05, 1.1216844000000001e-05, 9.3456e-06]","[nan, 2.8435020216076037, 0.5274595314359124, 0.5247797124827502, 0.40372628481730227, 0.396629566556221, 0.41974133610285314]",gram / liter
33,PKDB00121,Ganetsky2013,"[29722, 29723, 29724, 29725, 29726, 29727, 29728]",639,liquid_paracetamol glucuronide,[656],352,,TRUE,plasma,plasma,,,liquid_paracetamol glucuronide,"[0.0, 0.05, 1.0, 2.0, 4.0, 6.0, 8.0]",hr,concentration,concentration,,,apapglu,paracetamol glucuronide,,"[0.0, 0.005010573, 0.011620355, 0.018153500000000003, 0.018211937, 0.013182793, 0.008735168]",,,,"[nan, 0.0030966140124883703, 0.00422152086349932, 0.0056298189408306, 0.0045034663051365205, 0.0036595509799646105, 0.00309613647364179]","[nan, 0.0007995423000000001, 0.0010899920000000001, 0.001453613, 0.00116279, 0.0009448919999999989, 0.000799419]","[nan, 0.6180159459783083, 0.3632867380987345, 0.3101230584091552, 0.2472810171228091, 0.2776005797834048, 0.3544449830434618]",gram / liter
34,PKDB00121,Ganetsky2013,"[29729, 29730, 29731, 29732, 29733, 29734, 29735]",643,solid_paracetamol sulfate,[654],352,,TRUE,plasma,plasma,,,solid_paracetamol sulfate,"[0.0, 0.5, 1.0, 2.0, 4.0, 6.0, 8.0]",hr,concentration,concentration,,,apapsul,paracetamol sulfate,,"[0.0, 0.0027732248, 0.0053597846000000005, 0.006078058999999999, 0.0046693892, 0.0031906707000000003, 0.0021550965]",,,,"[nan, 0.0018066224082403499, 0.00126463518228041, 0.0011749082279054902, 0.000903008530471667, 0.000903009305068336, 0.000632620071139543]","[nan, 0.0004664679, 0.00032652740000000004, 0.000303360000000001, 0.0002331558, 0.00023315600000000002, 0.0001633418]","[nan, 0.6514518434424609, 0.23594888165476088, 0.19330319562634884, 0.19338900481280655, 0.2830155130293878, 0.2935460528749144]",gram / liter
35,PKDB00154,Liukas2011,"[29380, 29381, 29382, 29383, 29384, 29385, 29386, 29366, 29367, 29368, 29369, 29370, 29371, 29372, 29373, 29374, 29375, 29376, 29377, 29378, 29379]",626,80to90_paracetamol,[652],351,,TRUE,plasma,plasma,,,80to90_paracetamol,"[5.25, 6.25, 8.25, 10.25, 12.25, 18.25, 24.25, 0.0, 0.125, 0.25, 0.291666666666667, 0.333333333333333, 0.416666666666667, 0.5, 0.583333333333333, 0.75, 1.25, 1.75, 2.25, 3.25, 4.25]",hr,concentration,concentration,,,apap,paracetamol,,"[0.004295302000000001, 0.003422819, 0.0020134227, 0.0014093959, 0.0008053691400000001, 0.00020134228000000002, 6.711409e-05, 6.711409e-05, 0.018255033, 0.025100672, 0.021946307999999998, 0.021006712, 0.020067114, 0.01885906, 0.017046980000000003, 0.015704698, 0.014563758999999999, 0.012483221000000001, 0.009865772, 0.0076510067, 0.00557047]",,,,"[0.00033557019999999897, 0.00026845609999999996, 0.00033557060000000003, 0.00040268460000000004, 0.00033557046000000005, 0.00040268457000000005, 0.00040268456000000003, nan, 0.004161074, 0.00295302, 0.001610739, 0.001610737, 0.000671140999999999, 0.001006712, 0.017852348, 0.000872481999999998, 0.000604027, 0.0007382560000000001, 0.000604027, 0.0003355703, 0.000536912999999999]","[0.00010611661468782318, 8.489327277659283e-05, 0.00010611674117892992, 0.00012734005146738397, 0.00010611669690704268, 0.000127340041980551, 0.00012734003881827334, nan, 0.0013158471352507479, 0.0009338269176030427, 0.0005093603956061954, 0.0005093597631506635, 0.00021223341911230631, 0.00031835028678234295, 0.005645408126195165, 0.00027590303374990216, 0.00019101010882385257, 0.0002334570456285267, 0.00019101010882385257, 0.0001061166463106001, 0.00016978679853539818]","[0.07812493743164017, 0.07843128719339233, 0.16666674116667107, 0.2857143262585055, 0.416666648041667, 2.0000000496666672, 6.000000298000018, nan, 0.2279411929849702, 0.11764704944951275, 0.07339453178183775, 0.07667725439373854, 0.03344481922014292, 0.053380815374679334, 1.0472440279744564, 0.05555547773029434, 0.04147466323769846, 0.05913986462308086, 0.06122450427599584, 0.043859626995229266, 0.09638558326317151]",gram / liter
36,PKDB00154,Liukas2011,"[29345, 29346, 29347, 29348, 29349, 29350, 29351, 29352, 29353, 29354, 29355, 29356, 29357, 29358, 29359, 29360, 29361, 29362, 29363, 29364, 29365]",633,70to80_paracetamol sulfate,[652],350,,TRUE,plasma,plasma,,,70to80_paracetamol sulfate,"[0.0, 0.125, 0.25, 0.291666666666667, 0.333333333333333, 0.416666666666667, 0.5, 0.583333333333333, 0.75, 1.25, 1.75, 2.25, 3.25, 4.25, 5.25, 6.25, 8.25, 10.25, 12.25, 18.25, 24.25]",hr,concentration,concentration,,,apapsul,paracetamol sulfate,,"[0.0, 0.00020501138, 0.0011161730999999999, 0.0015261959, 0.00214123, 0.0028701594, 0.0035535307000000003, 0.0048063784, 0.0055580863999999995, 0.00594533, 0.006560364200000001, 0.006810933999999999, 0.0067425966, 0.006241458, 0.0055353074, 0.0048747153000000005, 0.0034624145, 0.0022779043, 0.0015261959, 0.00041002276999999997, 0.00013667426]",,,,"[nan, 0.00025056948, 0.00011389520000000001, 7.38041000000003e-05, 0.0002, 0.00038724370000000003, 0.0003189065, 0.0004783596, 0.0005694761, 0.0006378137, 0.0006605927999999999, 0.0007061500000000001, 0.0007517084, 0.0007517084, 0.0006605926, 0.0005922551, 0.0005694765, 0.00038724370000000003, 0.0002050114, 0.00018223233, 0.00013667424]","[nan, 7.923702689240074e-05, 3.601682465604096e-05, 2.3338905665883403e-05, 6.324555320336759e-05, 0.00012245721015509458, 0.00010084709006324872, 0.0001512705876607082, 0.0001800841549029814, 0.00020169440148593365, 0.0002088977853908078, 0.00022330423697279012, 0.0002377110680280916, 0.0002377110680280916, 0.0002088977221452546, 0.00018728750718507894, 0.0001800842813940878, 0.00012245721015509458, 6.483029702998436e-05, 5.76269226119432e-05, 4.322018958724915e-05]","[nan, 1.222222298098769, 0.10204080352769658, 0.0483582087987527, 0.0934042583001359, 0.13492062496598622, 0.0897435612417813, 0.09952599653826673, 0.1024590225873423, 0.10727978093730708, 0.10069453156274462, 0.10367887869710676, 0.11148648578501642, 0.12043794895359386, 0.11934162861488054, 0.12149532096777015, 0.16447380866733316, 0.16999998639099984, 0.13432836505457785, 0.44444441463580187, 0.999999853666667]",gram / liter
37,PKDB00154,Liukas2011,"[29198, 29199, 29200, 29201, 29202, 29203, 29204, 29205, 29206, 29207, 29208, 29209, 29210, 29211, 29212, 29213, 29214, 29215, 29216, 29217, 29218]",622,20to40_paracetamol glucuronide,[652],348,,TRUE,plasma,plasma,,,20to40_paracetamol glucuronide,"[0.0, 0.125, 0.25, 0.291666666666667, 0.333333333333333, 0.416666666666667, 0.5, 0.583333333333333, 0.75, 1.25, 1.75, 2.25, 3.25, 4.25, 5.25, 6.25, 8.25, 10.25, 12.25, 18.25, 24.25]",hr,concentration,concentration,,,apapglu,paracetamol glucuronide,,"[0.0, 0.00048165137, 0.0011009175, 0.0022706423, 0.0027522936, 0.0039908257, 0.0059174314, 0.009633027, 0.01162844, 0.013899082, 0.016307339, 0.017477064, 0.016444954, 0.0143807335, 0.011490826, 0.009082569, 0.0055733943, 0.0033715596, 0.0024082568000000004, 0.0015137615, 0.00020642202000000003]",,,,"[nan, 0.00089449543, 0.0006880734, 0.0005504587, 0.0008944954000000001, 0.000619266, 0.0011697246, 0.0011697255, 0.001513761, 0.001169726, 0.001857799, 0.001513762, 0.001651376, 0.0015137615, 0.001169724, 0.0010321100000000001, 0.0005504587, 0.0004816514, 0.0004128442, 0.0006880735, 0.00048165138000000004]","[nan, 0.00028286429154117084, 0.00021758791413761013, 0.00017407032498553278, 0.00028286428205433786, 0.00019582910375018315, 0.00036989939711293935, 0.0003698996817179288, 0.0004786932593134146, 0.00036989983983181176, 0.0005874876274783154, 0.0004786935755411806, 0.0005222109433338217, 0.00047869341742729757, 0.0003698992073762797, 0.0003263818395836386, 0.00017407032498553278, 0.0001523115462208824, 0.00013055279907900864, 0.00021758794576038674, 0.0001523115398963271]","[nan, 1.857142916462586, 0.6249999659375021, 0.24242422507499312, 0.3249999927333334, 0.1551723995362664, 0.19767438284117667, 0.12142865373469836, 0.130177478664378, 0.08415850773453959, 0.11392410496893454, 0.08661420476574326, 0.10041840190006003, 0.10526316338453807, 0.10179633735642676, 0.11363635112488549, 0.0987654327632983, 0.1428571513313898, 0.17142864498503646, 0.45454551460054976, 2.333333333333333]",gram / liter
38,PKDB00154,Liukas2011,"[29408, 29409, 29410, 29411, 29412, 29413, 29414, 29415, 29416, 29417, 29418, 29419, 29420, 29421, 29422, 29423, 29424, 29425, 29426, 29427, 29428]",623,80to90_paracetamol sulfate,[652],351,,TRUE,plasma,plasma,,,80to90_paracetamol sulfate,"[0.0, 0.125, 0.25, 0.291666666666667, 0.333333333333333, 0.416666666666667, 0.5, 0.583333333333333, 0.75, 1.25, 1.75, 2.25, 3.25, 4.25, 5.25, 6.25, 8.25, 10.25, 12.25, 18.25, 24.25]",hr,concentration,concentration,,,apapsul,paracetamol sulfate,,"[0.0, 0.0005011389, 0.0022095672999999996, 0.0029612756, 0.003599089, 0.0038952165, 0.0045558085, 0.005922551000000001, 0.0069703875, 0.0076309795, 0.008633258, 0.008633258, 0.00856492, 0.008086560000000001, 0.007107061400000001, 0.0064009113, 0.004601366500000001, 0.0035535307000000003, 0.0022095672999999996, 0.0007972665399999999, 0.0004328018]",,,,"[nan, 0.00025056955, 0.0003189066, 0.00036446469999999997, 0.000523918, 0.0004100225, 0.00047836020000000104, 0.0005922553000000001, 0.000660592, 0.0005239184999999989, 0.0006833700000000001, 0.0006833700000000001, 0.000683371999999999, 0.000911161999999999, 0.0008656039, 0.0008883827, 0.0008428250000000001, 0.000865603899999999, 0.0005466969, 0.00022779046000000002, 0.0002050114]","[nan, 7.923704902834436e-05, 0.00010084712168602532, 0.00011525385787299702, 0.00016567741871600968, 0.00012966049919163893, 0.0001512707773973681, 0.00018728757043063216, 0.00020889753240859498, 0.00016567757682989237, 0.00021610056846292655, 0.00021610056846292655, 0.00021610120091845826, 0.00028813472373943373, 0.00027372798755246236, 0.0002809312765890067, 0.00026652466689314143, 0.00027372798755246204, 0.00017288073937533064, 7.203366828574789e-05, 6.483029702998436e-05]","[nan, 0.5000001995454753, 0.14432988757572582, 0.1230769267136095, 0.1455696149775679, 0.10526308357956483, 0.10500006749625253, 0.10000003376923221, 0.0947712017445228, 0.06865678252706602, 0.07915551695547615, 0.07915551695547615, 0.07978731850385047, 0.11267609465582384, 0.12179490949663105, 0.1387900344752473, 0.18316841312249305, 0.2435898189932618, 0.24742260622702017, 0.28571431079999926, 0.47368425916897755]",gram / liter
39,PKDB00154,Liukas2011,"[29261, 29262, 29263, 29264, 29265, 29266, 29267, 29268, 29269, 29270, 29271, 29272, 29273, 29274, 29275, 29276, 29277, 29278, 29279, 29280, 29281]",631,60to70_paracetamol glucuronide,[652],349,,TRUE,plasma,plasma,,,60to70_paracetamol glucuronide,"[0.0, 0.125, 0.25, 0.291666666666667, 0.333333333333333, 0.416666666666667, 0.5, 0.583333333333333, 0.75, 1.25, 1.75, 2.25, 3.25, 4.25, 5.25, 6.25, 8.25, 10.25, 12.25, 18.25, 24.25]",hr,concentration,concentration,,,apapglu,paracetamol glucuronide,,"[0.0, 0.00013761467999999998, 0.0010321101, 0.0017889909, 0.0024770641, 0.0033715596, 0.0046100917, 0.008600918, 0.011284404000000001, 0.0134862385, 0.016995413, 0.019059633000000003, 0.01988532, 0.018715597, 0.016513762, 0.0143807335, 0.00983945, 0.006330275000000001, 0.0042660549999999995, 0.0017201835, 0.00020642202000000003]",,,,"[nan, 0.00103211012, 0.0005504587, 0.0010321101, 0.0012385323, 0.0014449539, 0.0013761468, 0.001032109, 0.000825688, 0.000963302499999999, 0.001307339, 0.001582569, 0.002477065, 0.000756880000000002, 0.000963301999999999, 0.0009633035, 0.0011009169999999999, 0.0008256884, 0.000756881, 0.0009633027, 0.00096330278]","[nan, 0.0003263818775309705, 0.00017407032498553278, 0.00032638187120641516, 0.0003916583023686961, 0.0004569345437943174, 0.00043517582827522027, 0.0003263815233558726, 0.00026110547166691085, 0.00030462299757343466, 0.0004134168913966869, 0.0005004522594375012, 0.0007833167312284986, 0.0002393464715428249, 0.0003046228394595517, 0.000304623313801201, 0.0003481405234799591, 0.0002611055981580173, 0.0002393467877705903, 0.0003046230608189882, 0.0003046230861172095]","[nan, 7.500000145333334, 0.5333333139555557, 0.5769230575739653, 0.5000001009259307, 0.42857136501457666, 0.298507467866637, 0.11999986513067558, 0.07317072306166988, 0.07142855289115634, 0.07692304976642815, 0.08303250120293501, 0.12456752016060088, 0.04044113580774378, 0.05833328589814961, 0.06698569999923858, 0.11188806284904135, 0.1304348389287985, 0.1774194191120368, 0.5599999651200003, 4.666666763555554]",gram / liter
40,PKDB00121,Ganetsky2013,"[29715, 29716, 29717, 29718, 29719, 29720, 29721]",636,solid_paracetamol glucuronide,[654],352,,TRUE,plasma,plasma,,,solid_paracetamol glucuronide,"[0.0, 0.5, 1.0, 2.0, 4.0, 6.0, 8.0]",hr,concentration,concentration,,,apapglu,paracetamol glucuronide,,"[0.0, 0.0030483637, 0.011111881, 0.01888037, 0.01777589, 0.01245642, 0.00909854]",,,,"[nan, 0.00281562752152769, 0.0033771233519008003, 0.00366002348393286, 0.0045039504280548, 0.00422152086349932, 0.00365906685704635]","[nan, 0.0007269919000000001, 0.000871969499999999, 0.000945014, 0.001162915, 0.0010899920000000001, 0.0009447670000000011]","[nan, 0.9236520962140082, 0.303920043051289, 0.1938533770224238, 0.2533741167421041, 0.33890322127058337, 0.40215978135462943]",gram / liter
41,PKDB00121,Ganetsky2013,"[29757, 29758, 29759, 29760, 29761, 29762, 29763]",637,solid_paracetamol mercapturate,[654],352,,TRUE,plasma,plasma,,,solid_paracetamol mercapturate,"[0.0, 0.5, 1.0, 2.0, 4.0, 6.0, 8.0]",hr,concentration,concentration,,,apapmer,paracetamol mercapturate,,"[0.0, 5.6137366e-07, 3.476264e-05, 0.00011190261, 0.0001608697, 0.00014130668, 0.000114890225]",,,,"[nan, 3.6203572947791e-05, 2.4146695619432098e-05, 5.3086517968463496e-05, 6.27386121445478e-05, 5.7912565056505706e-05, 4.5863888150705003e-05]","[nan, 9.34772234e-06, 6.23465e-06, 1.370688e-05, 1.619904e-05, 1.495296e-05, 1.1842005e-05]","[nan, 64.49104318109796, 0.6946162782640242, 0.4743992831665275, 0.389996451442054, 0.409836003906579, 0.39919747872984845]",gram / liter
42,PKDB00121,Ganetsky2013,"[29743, 29744, 29745, 29746, 29747, 29748, 29749]",641,solid_paracetamol cysteine,[654],352,,TRUE,plasma,plasma,,,solid_paracetamol cysteine,"[0.0, 0.5, 1.0, 2.0, 4.0, 6.0, 8.0]",hr,concentration,concentration,,,apapcys,paracetamol cysteine,,"[0.0, 3.0720564e-05, 0.00014355011000000001, 0.0003237571, 0.00040850392, 0.00035688952000000003, 0.00030527514]",,,,"[nan, 2.2715442369807803e-05, 6.245797577128161e-05, 0.000102219571996786, 0.000130623257261201, 0.000130604279642805, 0.000130623373450702]","[nan, 5.865102e-06, 1.612658e-05, 2.63929800000001e-05, 3.3726779999999996e-05, 3.3721880000000005e-05, 3.3726810000000004e-05]","[nan, 0.7394213976607917, 0.4350952832518317, 0.31572920561984896, 0.31976010722541165, 0.365951568549295, 0.4278873590908909]",gram / liter
43,PKDB00121,Ganetsky2013,"[29736, 29737, 29738, 29739, 29740, 29741, 29742]",635,liquid_paracetamol sulfate,[656],352,,TRUE,plasma,plasma,,,liquid_paracetamol sulfate,"[0.0, 0.05, 1.0, 2.0, 4.0, 6.0, 8.0]",hr,concentration,concentration,,,apapsul,paracetamol sulfate,,"[0.0, 0.004172627999999999, 0.006012684, 0.006427988, 0.004949192, 0.0034237487, 0.0023648515]",,,,"[nan, 0.0022585794252293597, 0.0020782169145864803, 0.00180752752444836, 0.0013555674090726698, 0.00108427460812921, 0.0006329210019455431]","[nan, 0.000583162700000001, 0.0005365933, 0.0004667016, 0.000350006, 0.0002799585, 0.0001634195]","[nan, 0.5412846353016276, 0.3456388053299459, 0.28119646838923157, 0.2738967106292643, 0.3166922292308457, 0.2676366790665473]",gram / liter
44,PKDB00154,Liukas2011,"[29282, 29283, 29284, 29285, 29286, 29287, 29288, 29289, 29290, 29291, 29292, 29293, 29294, 29295, 29296, 29297, 29298, 29299, 29300, 29301, 29302]",624,60to70_paracetamol sulfate,[652],349,,TRUE,plasma,plasma,,,60to70_paracetamol sulfate,"[0.0, 0.125, 0.25, 0.291666666666667, 0.333333333333333, 0.416666666666667, 0.5, 0.583333333333333, 0.75, 1.25, 1.75, 2.25, 3.25, 4.25, 5.25, 6.25, 8.25, 10.25, 12.25, 18.25, 24.25]",hr,concentration,concentration,,,apapsul,paracetamol sulfate,,"[0.0, 0.0005011389, 0.00093394077, 0.0016173121, 0.002072893, 0.002642369, 0.0032346241, 0.004214123, 0.0045330296, 0.0051025057, 0.0056264240000000005, 0.005671982, 0.0055125284, 0.0048747153000000005, 0.004191344, 0.003644647, 0.0024373577, 0.0015034169, 0.0010250570000000002, 0.000546697, 0.00025056946]",,,,"[nan, 0.0001366743, 0.00034168563, 0.0001826879, 0.00036446469999999997, 0.0005011390000000001, 0.0005922552, 0.0002733486, 0.00022779040000000001, 0.00038724370000000003, 0.0004328016, 0.000523918, 0.0006150341, 0.0007289297, 0.000569476, 0.000546697, 0.00041002270000000003, 0.00036446460000000004, 0.0002961275, 0.0001366743, 0.00013667429000000002]","[nan, 4.322020856091511e-05, 0.00010805048345495586, 5.777098649530748e-05, 0.00011525385787299702, 0.00015847406643391216, 0.00018728753880785555, 8.644041712183022e-05, 7.203364931208192e-05, 0.00012245721015509458, 0.00013686388309651308, 0.00016567741871600968, 0.0001944908594671765, 0.00023050781061432387, 0.0001800841232802048, 0.00017288077099810722, 0.00012966056243719215, 0.00011525382625022044, 9.364373778115117e-05, 4.322020856091511e-05, 4.322020539863746e-05]","[nan, 0.2727273815702593, 0.3658536397334919, 0.1129577278250747, 0.1758241742337882, 0.1896551919887041, 0.18309861723963536, 0.0648648841051863, 0.05025124918663668, 0.07589285005600288, 0.07692303317346862, 0.09236947507943431, 0.11157023698961804, 0.14953277373962742, 0.13586954447069963, 0.14999998628125027, 0.16822426187178025, 0.24242417389348228, 0.2888888130123495, 0.25000009145833985, 0.5454547014628199]",gram / liter
45,PKDB00154,Liukas2011,"[29240, 29241, 29242, 29243, 29244, 29245, 29246, 29247, 29248, 29249, 29250, 29251, 29252, 29253, 29254, 29255, 29256, 29257, 29258, 29259, 29260]",627,60to70_paracetamol,[652],349,,TRUE,plasma,plasma,,,60to70_paracetamol,"[0.0, 0.125, 0.25, 0.291666666666667, 0.333333333333333, 0.416666666666667, 0.5, 0.583333333333333, 0.75, 1.25, 1.75, 2.25, 3.25, 4.25, 5.25, 6.25, 8.25, 10.25, 12.25, 18.25, 24.25]",hr,concentration,concentration,,,apap,paracetamol,,"[0.0, 0.009642858, 0.014598214, 0.015401786, 0.015535714, 0.013928572000000002, 0.013526785999999999, 0.01265625, 0.011316964, 0.010781250000000001, 0.009977677999999999, 0.008571427999999999, 0.00703125, 0.005558036000000001, 0.0039508930000000005, 0.0030803569999999997, 0.0021428569999999997, 0.0012723215, 0.0005357142700000001, 0.00033482143, 0.00033482143]",,,,"[nan, nan, 0.000569571999999999, 0.0005, 0.0012, 0.001574784, 0.000969858, 0.001102139, 0.001099143, 0.000829488, 0.0008276910000000019, 0.000623203, 0.0006197567000000001, 0.0002808903, 0.0004115233, 0.000342462, 0.00040747860000000006, 0.0003384168, 0.00047099713, 0.00040343357, 0.00020209131]","[nan, nan, 0.00018011448114574208, 0.00015811388300841897, 0.00037947331922020546, 0.0004979904262790601, 0.0003066960286935584, 0.0003485269538100317, 0.00034757953542304524, 0.0002623071371777748, 0.0002617388758822432, 0.00019707409246499144, 0.00019598427671496763, 8.882531206479941e-05, 0.00013013509382287698, 0.00010829599320565833, 0.0001288560473776687, 0.00010701678864656704, 0.00014894237022024218, 0.0001275768965772976, 6.390688349271626e-05]","[nan, nan, 0.03901655366882545, 0.032463767513715616, 0.07724138073087596, 0.11306141074619852, 0.07169907175289089, 0.08708258765432099, 0.09712348647570142, 0.07693801739130433, 0.08295427052266088, 0.07270702151380144, 0.08814317511111112, 0.050537689932199065, 0.10415956595129251, 0.11117607472120926, 0.19015669267711288, 0.26598371559389666, 0.8791946684563768, 1.2049215905923347, 0.603579376624728]",gram / liter
